caseNo,usVol,usPg,n_docs,action_code,term,caseId,caseName,nytSalience,cqSalience,voteMargin,n,unanimous,n_cases
439_357,439,357,19,300;300;300;100;800;100;100;660;300;300;400;300;205;400;300;203;120;120;300,1978,1978-023,DUREN v. MISSOURI,FALSE,FALSE,7,1,FALSE,1
439_379,439,379,17,311;300;300;203;203;120;120;803;120;300;100;800;100;660;300;311;300,1978,1978-024,"COLAUTTI, SECRETARY OF WELFARE OF PENNSYLVANIA, et al. v. FRANKLIN et al.",FALSE,FALSE,3,1,FALSE,1
439_410,439,410,16,300;300;300;441;300;300;300;441;300;441;300;101;101;800;110;802,1978,1978-025,GIVHAN v. WESTERN LINE CONSOLIDATED SCHOOL DISTRICT et al.,FALSE,FALSE,9,1,TRUE,1
439_419,439,419,14,300;680;642;300;300;300;400;610;300;400;300;300;101;101,1978,1978-026,ARIZONA v. CALIFORNIA et al.,FALSE,FALSE,8,1,FALSE,1
439_463,439,463,19,303;303;910;300;622;311;100;100;300;203;203;120;120;300;400;300;300;300;300,1978,1978-030,WASHINGTON et al. v. CONFEDERATED BANDS AND TRIBES OF THE YAKIMA INDIAN NATION,FALSE,FALSE,5,1,FALSE,1
439_508,439,508,11,300;300;610;100;100;660;300;300;610;300;300,1978,1978-031,FEDERAL ENERGY REGULATORY COMMISSION v. PENNZOIL PRODUCING CO. et al.,FALSE,FALSE,7,1,FALSE,1
439_522,439,522,10,300;300;300;300;300;100;800;300;300;300,1978,1978-032,THOR POWER TOOL CO. v. COMMISSIONER OF INTERNAL REVENUE,FALSE,FALSE,9,1,TRUE,1
439_551,439,551,17,430;400;110;814;300;300;300;300;300;100;100;800;800;300;400;300;610,1978,1978-033,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN & HELPERS OF AMERICA v. DANIEL",FALSE,FALSE,8,1,FALSE,1
439_572,439,572,18,910;900;910;910;460;300;300;203;120;120;300;300;100;100;300;311;300;400,1978,1978-034,HISQUIERDO v. HISQUIERDO,FALSE,FALSE,5,1,FALSE,1
440_1,440,1,17,900;300;300;300;300;313;130;130;100;100;100;100;660;300;300;400;300,1978,1978-035,FRIEDMAN et al. v. ROGERS et al.,FALSE,FALSE,5,1,FALSE,1
440_29,440,29,9,300;300;300;300;300;300;610;100;300,1978,1978-036,"DIRECTOR, OFFICE OF WORKERS' COMPENSATION PROGRAMS, UNITED STATES DEPARTMENT OF LABOR v. RASMUSSEN et al.",FALSE,FALSE,8,1,FALSE,1
440_48,440,48,11,300;300;300;300;300;410;400;300;300;100;100,1978,1978-037,BUTNER v. UNITED STATES et al.,FALSE,FALSE,9,1,TRUE,1
440_59,440,59,11,300;300;100;100;100;300;300;300;300;300;300,1978,1978-038,CALIFORNIA v. ARIZONA et al.,FALSE,FALSE,9,1,TRUE,1
440_69,440,69,18,300;300;100;100;100;100;130;814;400;213;121;121;121;300;300;300;403;610,1978,1978-039,"GREAT ATLANTIC & PACIFIC TEA CO., INC. v. FEDERAL TRADE COMMISSION",FALSE,FALSE,6,1,FALSE,1
440_93,440,93,22,300;205;110;110;710;400;300;300;300;100;800;100;100;660;120;120;120;300;300;300;300;431,1978,1978-040,"VANCE, SECRETARY OF STATE, et al. v. BRADLEY et al.",FALSE,FALSE,7,1,FALSE,1
440_125,440,125,10,300;300;300;300;100;100;300;300;300;610,1978,1978-041,"MILLER, DIRECTOR, DEPARTMENT OF CHILDREN AND FAMILY SERVICES OF ILLINOIS, et al. v. YOUAKIM et al.",FALSE,FALSE,8,1,FALSE,1
440_147,440,147,19,300;300;410;400;450;300;120;100;800;100;800;100;300;300;202;400;411;110;300,1978,1978-042,MONTANA et al. v. UNITED STATES,FALSE,FALSE,7,1,FALSE,1
440_173,440,173,19,151;300;501;300;300;100;100;100;501;110;501;300;202;111;111;111;111;111;111,1978,1978-043,ILLINOIS STATE BOARD OF ELECTIONS v. SOCIALIST WORKERS PARTY et al.,FALSE,FALSE,9,1,TRUE,1
440_192,440,192,8,101;300;300;300;300;300;300;300,1978,1978-044,FEDERAL ENERGY REGULATORY COMMISSION v. SHELL OIL CO. et al.,FALSE,FALSE,0,1,FALSE,1
440_205,440,205,44,460;460;620;322;311;460;900;104;800;801;120;120;120;201;460;104;801;801;801;100;100;100;660;222;323;300;900;311;900;323;300;460;900;430;323;300;311;460;900;323;300;300;323;300,1978,1978-047,"GROUP LIFE & HEALTH INSURANCE CO., AKA BLUE SHIELD OF TEXAS, et al. v. ROYAL DRUG CO., INC., DBA ROYAL PHARMACY OF CASTLE HILLS, et al.",FALSE,FALSE,1,1,FALSE,1
440_257,440,257,17,100;100;100;800;800;800;650;100;300;300;300;300;111;111;300;300;300,1978,1978-048,ARONSON v. QUICK POINT PENCIL CO.,FALSE,FALSE,9,1,TRUE,1
440_268,440,268,35,311;311;120;460;311;430;900;200;100;100;100;800;100;800;100;660;430;900;300;300;300;110;110;502;120;120;900;412;203;120;120;120;300;110;110,1978,1978-049,ORR v. ORR,TRUE,TRUE,3,1,FALSE,1
440_301,440,301,18,300;622;311;100;100;203;203;120;120;502;311;300;300;300;320;502;130;130,1978,1978-050,DETROIT EDISON CO. v. NATIONAL LABOR RELATIONS BOARD,FALSE,FALSE,1,1,FALSE,1
440_332,440,332,37,300;400;400;640;642;111;111;111;300;441;300;400;460;642;111;111;120;300;711;300;100;800;100;800;800;800;800;100;100;800;800;230;100;660;300;442;400,1978,1978-051,"QUERN, DIRECTOR, DEPARTMENT OF PUBLIC AID OF ILLINOIS v. JORDAN",FALSE,FALSE,9,1,TRUE,1
440_367,440,367,20,300;203;120;120;300;300;502;311;120;460;211;111;111;111;211;111;100;100;660;311,1978,1978-052,SCOTT v. ILLINOIS,FALSE,FALSE,1,1,FALSE,1
440_391,440,391,21,300;400;320;160;121;300;300;121;121;121;121;300;400;300;300;100;100;800;800;100;660,1978,1978-053,"LAKE COUNTRY ESTATES, INC., et al. v. TAHOE REGIONAL PLANNING AGENCY et al.",FALSE,FALSE,3,1,FALSE,1
440_410,440,410,23,900;502;311;300;300;300;300;203;120;120;330;300;400;300;311;203;120;120;100;100;800;100;100,1978,1978-054,NEVADA et al. v. HALL et al.,FALSE,FALSE,3,1,FALSE,1
440_444,440,444,9,300;300;101;300;300;300;300;300;300,1978,1978-055,RAMSEY v. NEW YORK,FALSE,FALSE,9,1,TRUE,1
440_450,440,450,25,311;300;202;110;100;100;100;300;203;203;120;120;300;202;110;110;110;400;320;300;202;324;420;642;300,1978,1978-058,NEW JERSEY v. PORTASH,FALSE,FALSE,5,1,FALSE,1
440_472,440,472,13,300;300;203;120;120;300;300;100;100;100;300;311;311,1978,1978-059,"NATIONAL MUFFLER DEALERS ASSN., INC. v. UNITED STATES",FALSE,FALSE,3,1,FALSE,1
440_490,440,490,22,100;800;100;800;203;203;120;120;410;400;300;502;311;502;311;502;311;430;300;300;300;300,1978,1978-060,NATIONAL LABOR RELATIONS BOARD v. CATHOLIC BISHOP OF CHICAGO et al.,FALSE,FALSE,1,1,FALSE,1
440_519,440,519,25,325;311;111;111;111;502;311;300;310;213;111;111;610;642;460;203;203;814;120;120;300;100;100;100;660,1978,1978-061,NEW YORK TELEPHONE CO. et al. v. NEW YORK STATE DEPARTMENT OF LABOR et al.,TRUE,FALSE,3,1,FALSE,1
440_568,440,568,28,300;120;120;300;441;203;120;120;120;120;502;311;300;441;510;213;130;130;300;441;100;100;800;100;100;100;100;100,1978,1978-062,NEW YORK CITY TRANSIT AUTHORITY et al. v. BEAZER et al.,FALSE,FALSE,3,1,FALSE,1
440_625,440,625,27,311;100;800;800;100;100;660;502;430;900;120;120;502;300;300;502;300;203;803;120;803;120;120;502;460;323;300,1978,1978-064,COUNTY OF LOS ANGELES et al. v. DAVIS et al.,FALSE,FALSE,1,1,FALSE,1
440_648,440,648,18,300;300;300;430;100;100;100;660;300;110;110;300;310;203;120;300;400;300,1978,1978-065,DELAWARE v. PROUSE,TRUE,FALSE,7,1,FALSE,1
440_668,440,668,8,300;300;300;300;300;300;100;300,1978,1978-066,LEO SHEEP CO. et al. v. UNITED STATES et al.,FALSE,FALSE,8,1,FALSE,1
440_689,440,689,17,300;622;311;300;100;100;660;502;300;400;300;300;300;203;203;120;120,1978,1978-067,FEDERAL COMMUNICATIONS COMMISSION v. MIDWEST VIDEO CORPORATION et al.,TRUE,FALSE,3,1,FALSE,1
440_715,440,715,10,300;300;300;300;100;660;300;300;300;300,1978,1978-068,"UNITED STATES v. KIMBELL FOODS, INC., et al.",FALSE,FALSE,9,1,TRUE,1
440_741,440,741,18,300;622;311;320;400;300;300;431;203;203;120;120;300;300;300;100;100;800,1978,1978-069,UNITED STATES v. CACERES,FALSE,FALSE,5,1,FALSE,1
441_1,441,1,17,300;300;300;430;100;100;100;100;300;301;410;400;300;300;300;214;130,1978,1978-070,"BROADCAST MUSIC, INC., et al. v. COLUMBIA BROADCASTING SYSTEM, INC., et al.",TRUE,FALSE,7,1,FALSE,1
441_39,441,39,9,300;300;300;300;100;300;300;300;300,1978,1978-071,ALEXANDER et al. v. UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT et al.,FALSE,FALSE,9,1,TRUE,1
441_68,441,68,22,320;400;300;622;311;300;300;502;311;203;203;120;120;100;100;800;502;100;100;300;502;311,1978,1978-072,"AMBACH, COMMISSIONER OF EDUCATION OF THE STATE OF NEW YORK, et al. v. NORWICK et al.",FALSE,FALSE,1,1,FALSE,1
441_91,441,91,29,300;400;510;441;300;502;311;300;502;300;300;300;441;441;300;100;800;100;100;100;100;100;203;120;120;120;410;400;300,1978,1978-073,"GLADSTONE, REALTORS, et al. v. VILLAGE OF BELLWOOD et al.",FALSE,FALSE,5,1,FALSE,1
441_130,441,130,15,300;130;814;130;313;300;313;300;300;100;100;100;660;300;110,1978,1978-074,BURCH et al. v. LOUISIANA,FALSE,TRUE,9,1,TRUE,1
441_141,441,141,13,300;622;300;100;310;311;300;300;300;203;111;111;300,1978,1978-075,"ARIZONA PUBLIC SERVICE CO. et al. v. SNEAD, DIRECTOR OF REVENUE DIVISION, TAXATION AND REVENUE DEPARTMENT OF NEW MEXICO, et al.",FALSE,FALSE,9,1,TRUE,1
441_153,441,153,23,300;120;121;121;121;121;120;100;800;100;100;120;120;300;400;320;300;202;110;110;110;300;300,1978,1978-076,HERBERT v. LANDO et al.,TRUE,FALSE,3,1,FALSE,1
441_211,441,211,22,502;311;300;502;311;300;300;300;100;800;100;100;100;400;320;213;110;203;120;120;120;120,1978,1978-077,DOUGLAS OIL COMPANY OF CALIFORNIA et al. v. PETROL STOPS NORTHWEST et al.,FALSE,FALSE,3,1,FALSE,1
441_238,441,238,19,300;622;203;311;130;130;502;311;300;502;311;300;100;100;100;660;300;120;120,1978,1978-078,DALIA v. UNITED STATES,TRUE,FALSE,1,1,FALSE,1
441_281,441,281,34,620;502;320;300;430;900;300;320;400;300;300;300;110;460;300;300;300;900;502;300;400;300;300;460;100;800;800;100;800;660;800;900;320;300,1978,1978-079,"CHRYSLER CORP. v. BROWN, SECRETARY OF DEFENSE, et al.",FALSE,FALSE,9,1,TRUE,1
441_322,441,322,18,311;100;800;800;100;100;660;300;300;300;300;400;300;400;203;120;120;300,1978,1978-080,HUGHES v. OKLAHOMA,FALSE,FALSE,5,1,FALSE,1
441_347,441,347,28,900;300;120;311;120;120;711;100;100;810;800;100;100;660;203;120;120;120;502;311;502;311;205;400;111;111;300;300,1978,1978-081,PARHAM v. HUGHES,FALSE,FALSE,1,1,FALSE,1
441_369,441,369,30,910;900;460;621;300;120;120;203;120;120;101;101;100;100;660;910;300;502;311;300;300;400;300;110;110;300;300;300;300;311,1978,1978-082,NORTH CAROLINA v. BUTLER,FALSE,FALSE,2,1,FALSE,1
441_380,441,380,30,621;221;900;622;460;311;300;900;120;120;300;400;300;203;221;300;400;900;100;800;100;100;100;100;100;311;400;120;120;120,1978,1978-083,CABAN v. MOHAMMED ET UX.,FALSE,FALSE,1,1,FALSE,1
441_418,441,418,20,100;800;800;100;100;660;300;400;300;300;300;111;900;300;710;610;320;502;300;300,1978,1978-084,ADDINGTON v. TEXAS,FALSE,FALSE,8,1,FALSE,1
441_434,441,434,17,300;300;300;441;300;300;442;100;800;800;100;300;160;300;400;430;441,1978,1978-085,"JAPAN LINE, LTD., et al. v. COUNTY OF LOS ANGELES et al.",FALSE,FALSE,7,1,FALSE,1
441_458,441,458,10,300;300;650;900;101;300;300;300;300;300,1978,1978-086,"TOLL, PRESIDENT, UNIVERSITY OF MARYLAND v. MORENO et al.",FALSE,FALSE,9,1,TRUE,1
441_471,441,471,11,300;100;100;111;300;300;110;110;310;610;300,1978,1978-089,BURKS et al. v. LASKER et al.,FALSE,FALSE,8,1,FALSE,1
441_488,441,488,19,300;300;300;430;120;100;100;300;311;111;111;400;110;300;202;311;300;430;300,1978,1978-090,FORD MOTOR CO. (CHICAGO STAMPING PLANT) v. NATIONAL LABOR RELATIONS BOARD et al.,FALSE,FALSE,9,1,TRUE,1
441_506,441,506,11,300;300;300;113;113;100;100;300;610;300;300,1978,1978-091,"UNITED STATES v. 564.54 ACRES OF LAND, MORE OR LESS, SITUATED IN MONROE AND PIKE COUNTIES, PENNSYLVANIA, et al.",FALSE,FALSE,8,1,FALSE,1
441_520,441,520,34,322;400;300;400;311;322;431;300;322;300;120;120;120;120;322;400;400;300;322;400;130;104;801;104;100;100;100;400;120;120;120;120;120;640,1978,1978-092,"BELL, ATTORNEY GENERAL, et al. v. WOLFISH et al.",FALSE,FALSE,3,1,FALSE,1
441_600,441,600,45,311;120;120;910;300;310;311;203;120;120;120;120;320;205;110;110;110;110;802;502;311;430;320;324;400;430;320;324;502;300;300;202;110;110;460;110;300;310;100;100;100;800;800;100;100,1978,1978-093,"CHAPMAN, COMMISSIONER, DEPARTMENT OF HUMAN RESOURCES OF TEXAS, et al. v. HOUSTON WELFARE RIGHTS ORGANIZATION et al.",FALSE,FALSE,3,1,FALSE,1
441_677,441,677,34,302;324;300;300;502;310;203;120;120;120;300;502;311;420;502;325;213;502;213;330;203;800;203;120;120;300;203;110;110;100;100;100;100;660,1978,1978-094,CANNON v. UNIVERSITY OF CHICAGO et al.,TRUE,FALSE,3,1,FALSE,1
441_750,441,750,30,400;313;100;810;800;800;800;100;660;320;300;300;300;110;110;110;300;400;301;301;313;301;313;320;400;900;400;130;130;130,1978,1978-095,OSCAR MAYER & CO. et al. v. EVANS,FALSE,FALSE,1,1,FALSE,1
441_768,441,768,10,300;100;100;300;300;300;300;610;300;300,1978,1978-096,UNITED STATES v. NAFTALIN,FALSE,FALSE,8,1,FALSE,1
441_780,441,780,12,300;300;300;300;300;300;300;300;100;100;100;660,1978,1978-097,UNITED STATES v. TIMMRECK,FALSE,FALSE,9,1,TRUE,1
441_786,441,786,21,460;400;300;311;460;600;101;120;101;120;660;300;311;900;300;460;300;460;300;460;300,1978,1978-098,KENTUCKY v. WHORTON,FALSE,FALSE,3,1,FALSE,1
442_1,442,1,21,100;100;100;100;660;622;311;300;300;203;120;120;300;410;213;203;130;300;311;311;420,1978,1978-100,"GREENHOLTZ, CHAIRMAN, BOARD OF PAROLE OF NEBRASKA, et al. v. INMATES OF THE NEBRASKA PENAL AND CORRECTION COMPLEX et al.",FALSE,FALSE,1,1,FALSE,1
442_62,442,62,25,300;601;311;300;300;311;112;112;112;652;804;112;610;610;100;100;100;100;800;660;203;203;120;120;120,1978,1978-102,PARKER v. RANDOLPH et al.,FALSE,FALSE,2,1,FALSE,1
442_92,442,92,2,221;212,1978,1978-103,GREAT WESTERN SUGAR CO. v. NELSON,FALSE,FALSE,7,1,FALSE,1
442_100,442,100,11,300;300;300;300;100;100;800;300;610;300;300,1978,1978-105,DUNN v. UNITED STATES,FALSE,FALSE,8,1,FALSE,1
442_114,442,114,10,300;300;300;300;100;100;300;300;300;300,1978,1978-106,UNITED STATES v. BATCHELDER,FALSE,FALSE,9,1,TRUE,1
442_127,442,127,10,300;300;300;300;300;100;100;300;300;300,1978,1978-107,BROWN v. FELSEN,FALSE,FALSE,9,1,TRUE,1
442_140,442,140,29,300;110;814;110;622;510;130;311;711;313;502;300;502;311;320;502;300;203;203;130;803;120;120;300;100;100;100;100;660,1978,1978-108,"COUNTY COURT OF ULSTER COUNTY, NEW YORK, et al. v. ALLEN et al.",FALSE,FALSE,1,1,FALSE,1
442_178,442,178,11,300;610;300;300;300;300;610;300;100;100;660,1978,1978-109,UNITED STATES v. ADDONIZIO et al.,FALSE,FALSE,7,1,FALSE,1
442_191,442,191,18,300;320;221;400;450;441;300;300;300;502;300;300;610;300;100;800;100;800,1978,1978-110,MARCHIORO et al. v. CHANEY et al.,FALSE,FALSE,8,1,FALSE,1
442_200,442,200,20,622;311;100;100;800;230;311;300;120;113;113;300;300;311;610;120;110;110;110;802,1978,1978-111,DUNAWAY v. NEW YORK,FALSE,FALSE,4,1,FALSE,1
442_228,442,228,29,203;203;120;203;311;200;100;800;100;200;100;810;660;120;300;300;430;400;300;320;311;203;120;120;311;311;311;400;300,1978,1978-112,DAVIS v. PASSMAN,FALSE,TRUE,1,1,FALSE,1
442_256,442,256,17,300;203;120;311;711;100;660;310;502;120;120;300;300;300;110;110;110,1978,1978-113,PERSONNEL ADMINISTRATOR OF MASSACHUSETTS et al. v. FEENEY,TRUE,FALSE,5,1,FALSE,1
442_289,442,289,18,300;203;130;130;320;502;100;810;800;100;660;311;320;300;430;300;300;300,1978,1978-114,"BABBITT, GOVERNOR OF ARIZONA, et al. v. UNITED FARM WORKERS NATIONAL UNION et al.",FALSE,FALSE,5,1,FALSE,1
442_319,442,319,14,100;100;800;100;300;300;300;300;300;300;400;300;300;300,1978,1978-115,"LO-JI SALES, INC. v. NEW YORK",FALSE,FALSE,9,1,TRUE,1
442_330,442,330,12,100;800;100;610;300;300;300;300;300;110;110;300,1978,1978-116,REITER v. SONOTONE CORP. et al.,FALSE,FALSE,8,1,FALSE,1
442_347,442,347,16,300;100;800;100;100;300;300;400;300;300;300;400;441;450;300;300,1978,1978-117,"ANDRUS, SECRETARY OF THE INTERIOR, et al. v. SIERRA CLUB et al.",FALSE,FALSE,9,1,TRUE,1
442_366,442,366,28,300;311;100;100;100;810;800;100;203;120;120;311;410;400;400;300;300;110;110;110;300;442;400;300;202;441;110;110,1978,1978-118,GREAT AMERICAN FEDERAL SAVINGS & LOAN ASSOCIATION et al. v. NOVOTNY,FALSE,FALSE,3,1,FALSE,1
442_397,442,397,15,300;622;300;300;300;300;300;100;800;100;800;100;660;300;300,1978,1978-119,SOUTHEASTERN COMMUNITY COLLEGE v. DAVIS,TRUE,FALSE,9,1,TRUE,1
442_415,442,415,20,300;622;311;311;202;300;222;311;300;300;100;800;800;800;100;660;203;203;120;120,1978,1978-120,MOORE et al. v. SIMS ET UX.,FALSE,FALSE,1,1,FALSE,1
442_444,442,444,14,300;400;300;300;300;300;300;610;300;100;800;100;100;660,1978,1978-121,SOUTHERN RAILWAY CO. v. SEABOARD ALLIED MILLING CORP. et al.,FALSE,FALSE,8,1,FALSE,1
442_465,442,465,19,100;810;460;800;800;100;810;400;111;111;430;400;310;300;310;310;300;300;300,1978,1978-122,TORRES v. PUERTO RICO,FALSE,FALSE,9,1,TRUE,1
442_477,442,477,21,640;100;100;800;100;100;800;800;120;120;502;313;300;300;300;300;320;203;130;130;130,1978,1978-123,UNITED STATES v. HELSTOSKI,TRUE,TRUE,4,1,FALSE,1
442_500,442,500,13,100;810;100;120;120;120;120;300;300;300;300;300;300,1978,1978-124,"HELSTOSKI v. MEANOR, UNITED STATES DISTRICT JUDGE, et al.",FALSE,FALSE,6,1,FALSE,1
442_510,442,510,22,460;324;310;200;100;800;100;100;100;660;430;300;300;300;300;300;300;110;814;110;400;300,1978,1978-125,SANDSTROM v. MONTANA,FALSE,FALSE,9,1,TRUE,1
442_529,442,529,11,300;300;610;300;100;100;100;300;300;300;300,1978,1978-126,UNITED GAS PIPE LINE CO. v. MCCOMBS et al.,FALSE,FALSE,8,1,FALSE,1
442_544,442,544,15,300;430;300;400;300;300;100;100;300;300;202;300;222;300;300,1978,1978-127,UNITED STATES et al. v. RUTHERFORD et al.,TRUE,FALSE,9,1,TRUE,1
442_560,442,560,17,300;400;110;110;110;300;300;120;120;300;622;100;100;100;800;660;300,1978,1978-128,"TOUCHE ROSS & CO. v. REDINGTON, TRUSTEE, et al.",FALSE,FALSE,6,1,FALSE,1
442_584,442,584,40,641;641;641;651;600;621;642;100;810;100;800;800;100;100;660;203;130;802;130;111;111;300;502;311;300;400;500;400;320;450;400;410;441;300;300;300;300;502;311;420,1978,1978-129,"PARHAM, COMMISSIONER, DEPARTMENT OF HUMAN RESOURCES OF GEORGIA, et al. v. J.R. et al.",TRUE,FALSE,3,1,FALSE,1
442_640,442,640,12,100;100;100;100;130;150;300;313;300;300;300;313,1978,1978-130,SECRETARY OF PUBLIC WELFARE OF PENNSYLVANIA et al. v. INSTITUTIONALIZED JUVENILES et al.,FALSE,FALSE,3,1,FALSE,1
442_653,442,653,23,300;310;300;300;910;100;100;100;100;660;640;300;300;205;110;110;610;300;300;920;460;920;920,1978,1978-131,WILSON et al. v. OMAHA INDIAN TRIBE et al.,FALSE,FALSE,8,1,FALSE,1
442_682,442,682,14,300;300;400;410;300;300;300;100;800;100;800;660;300;300,1978,1978-132,"CALIFANO, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. YAMASAKI et al.",FALSE,FALSE,8,1,FALSE,1
442_707,442,707,18,900;300;622;311;300;300;203;120;120;100;100;660;203;120;120;300;400;311,1978,1978-133,"FARE, ACTING CHIEF PROBATION OFFICER v. MICHAEL C.",FALSE,FALSE,1,1,FALSE,1
442_735,442,735,21,300;622;311;311;120;120;300;120;120;100;800;800;100;660;300;300;202;400;400;441;220,1978,1978-134,SMITH v. MARYLAND,FALSE,FALSE,2,1,FALSE,1
442_753,442,753,40,400;430;111;111;111;111;300;430;431;320;400;300;814;120;300;120;300;120;120;120;120;120;900;910;100;100;800;800;660;311;502;642;311;110;400;642;400;414;111;710,1978,1978-135,ARKANSAS v. SANDERS,FALSE,FALSE,5,1,FALSE,1
442_773,442,773,34,910;900;111;111;111;622;203;111;111;111;300;502;311;300;310;311;110;300;400;110;110;120;910;460;800;642;800;100;100;660;311;900;300;300,1978,1978-136,"NATIONAL LABOR RELATIONS BOARD et al. v. BAPTIST HOSPITAL, INC.",FALSE,FALSE,9,1,TRUE,1
443_1,443,1,26,303;303;303;920;303;303;641;303;303;303;100;100;311;203;120;120;803;300;502;311;300;300;300;502;311;800,1978,1978-137,"MACKEY, REGISTRAR OF MOTOR VEHICLES OF MASSACHUSETTS v. MONTRYM",FALSE,FALSE,1,1,FALSE,1
443_31,443,31,20,100;810;100;800;100;622;203;120;120;460;300;300;311;110;110;460;400;300;300;311,1978,1978-138,MICHIGAN v. DEFILLIPPO,FALSE,FALSE,3,1,FALSE,1
443_47,443,47,21,100;800;800;660;100;311;400;300;410;400;300;300;120;910;120;120;300;300;300;300;300,1978,1978-139,BROWN v. TEXAS,FALSE,FALSE,9,1,TRUE,1
443_55,443,55,64,203;900;642;310;420;324;310;620;300;460;100;100;800;800;100;100;800;800;100;100;205;110;110;300;300;440;310;502;400;302;650;400;110;110;111;111;100;810;230;650;100;300;441;310;502;310;310;300;400;502;900;900;430;420;310;310;300;410;400;320;300;300;441;310,1978,1978-140,"BARRY, CHAIRMAN, RACING AND WAGERING BOARD OF NEW YORK, et al. v. BARCHI",FALSE,FALSE,9,1,TRUE,1
443_76,443,76,17,313;300;313;300;300;100;100;100;660;203;130;130;130;311;300;622;203,1978,1978-141,"CALIFANO, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. WESTCOTT et al.",TRUE,FALSE,1,1,FALSE,1
443_97,443,97,17,100;100;100;800;100;100;400;410;300;300;300;300;300;111;111;111;300,1978,1978-142,"SMITH, JUDGE, et al. v. DAILY MAIL PUBLISHING CO. et al.",FALSE,FALSE,8,1,FALSE,1
443_111,443,111,25,100;460;800;800;100;100;100;120;400;150;300;300;300;460;300;410;400;450;460;300;300;460;300;320;300,1978,1978-143,HUTCHINSON v. PROXMIRE et al.,TRUE,TRUE,7,1,FALSE,1
443_137,443,137,24,300;622;311;300;300;502;311;120;120;502;300;202;110;110;300;100;100;800;100;203;203;120;120;120,1978,1978-144,BAKER v. MCCOLLAN,FALSE,FALSE,3,1,FALSE,1
443_173,443,173,14,300;622;311;300;212;120;120;311;300;300;300;100;810;100,1978,1978-146,"LEROY, ATTORNEY GENERAL OF IDAHO, et al. v. GREAT WESTERN UNITED CORP.",FALSE,FALSE,3,1,FALSE,1
443_193,443,193,36,900;900;460;621;120;120;311;814;120;120;900;800;100;100;230;660;230;312;403;320;403;400;502;300;300;300;430;320;502;110;110;460;610;203;203;120,1978,1978-147,"UNITED STEELWORKERS OF AMERICA, AFL-CIO-CLC v. WEBER et al.",TRUE,TRUE,3,1,FALSE,1
443_256,443,256,17,460;300;300;300;100;100;100;660;800;311;120;120;610;460;300;502;311,1978,1978-148,EDMONDS v. COMPAGNIE GENERALE TRANSATLANTIQUE,FALSE,FALSE,2,1,FALSE,1
443_282,443,282,24,900;300;622;311;300;430;502;311;203;120;120;120;400;502;400;311;311;420;900;300;100;800;100;300,1978,1978-149,"CALIFANO, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. BOLES et al.",FALSE,FALSE,1,1,FALSE,1
443_307,443,307,36,460;900;460;620;600;311;300;300;100;800;100;100;800;810;660;810;100;300;300;300;300;300;460;510;460;900;460;300;610;311;203;120;120;803;120;111,1978,1978-150,JACKSON v. VIRGINIA et al.,FALSE,FALSE,8,1,FALSE,1
443_340,443,340,27,320;400;400;300;410;400;300;430;311;120;120;300;300;100;810;200;800;800;800;100;320;300;510;300;400;120;120,1978,1978-151,FEDERAL OPEN MARKET COMMITTEE OF THE FEDERAL RESERVE SYSTEM v. MERRILL,FALSE,FALSE,5,1,FALSE,1
443_368,443,368,50,120;120;620;110;110;110;110;300;640;313;203;120;120;120;120;100;800;100;660;502;300;300;100;100;800;800;100;802;130;510;420;460;110;110;110;311;110;311;204;802;804;110;502;311;212;120;120;120;300;711,1978,1978-152,"GANNETT CO., INC. v. DEPASQUALE, COUNTY COURT JUDGE OF SENECA COUNTY, N. Y., et al.",TRUE,TRUE,1,1,FALSE,1
443_449,443,449,29,900;502;310;111;111;300;920;111;111;111;100;100;100;660;100;300;300;311;213;120;120;120;203;120;814;120;300;920;642,1978,1978-153,COLUMBUS BOARD OF EDUCATION et al. v. PENICK et al.,TRUE,TRUE,5,1,FALSE,1
443_526,443,526,13,900;300;100;100;100;300;300;311;203;120;814;120;300,1978,1978-154,DAYTON BOARD OF EDUCATION et al. v. BRINKMAN et al.,FALSE,FALSE,1,1,FALSE,1
443_545,443,545,66,621;300;700;502;320;622;300;202;111;410;205;111;120;120;203;320;803;120;311;300;621;100;810;100;660;810;100;100;460;202;400;502;400;410;400;205;400;410;205;111;111;111;111;400;410;320;301;302;400;400;510;410;400;110;310;310;400;301;112;311;301;205;400;120;301;120,1978,1978-155,"ROSE, WARDEN v. MITCHELL et al.",FALSE,FALSE,1,1,FALSE,1
443_595,443,595,56,400;410;311;300;202;110;400;110;110;110;802;326;300;300;311;300;311;310;300;203;120;120;120;804;200;205;460;100;100;660;100;800;800;230;100;100;100;100;460;460;400;203;120;120;120;803;120;203;502;311;320;460;300;311;320;300,1978,1978-157,JONES et al. v. WOLF et al.,FALSE,FALSE,1,1,FALSE,1
